common_name,ra_current,dec_current,coords_sexagesimal,distance,,,,,,,,
Gaia DR3 1173206845600089088,221.9742031,7.426535993,14h47m53.81s +07d25m35.53s,41.49391319,,,,,,,,
Gaia DR3 2286943198903839872,340.8112152,81.4133934,22h43m14.69s +81d24m48.22s,41.49391456,,,,,,,,
Gaia DR3 732159230953946880,165.6205196,28.56678566,11h02m28.92s +28d34m00.43s,41.49566817,,,,,,,,
Gaia DR3 WD_Unknown_ID,177.6367091,-6.605580553,11h50m32.81s -06d36m20.09s,41.49566993,,,,,,,,
Gaia DR3 3874354693367545728,150.4185303,6.938833419,10h01m40.45s +06d56m19.80s,41.49657652,,,,,,,,
Gaia DR3 WD_Unknown_ID,60.92642929,14.99115216,04h03m42.34s +14d59m28.15s,41.49704749,,,,,,,,
Gaia DR3 2028231411442968192,297.0889628,28.08828281,19h48m21.35s +28d05m17.82s,41.49722534,,,,,,,,
Gaia DR3 2184392470945206912,305.0802656,52.23239207,20h20m19.26s +52d13m56.61s,41.49806674,,,,,,,,
Gaia DR3 836856617937717888,159.9705257,51.06390492,10h39m52.93s +51d03m50.06s,41.49817133,,,,,,,,
Gaia DR3 4503448861141258880,269.1595103,18.61322725,17h56m38.28s +18d36m47.62s,41.49873324,,,,,,,,
Gaia DR3 3331352045541240576,95.77351934,12.07886486,06h23m05.64s +12d04m43.91s,41.49889417,,,,,,,,
Gaia DR3 4124388825888464640,263.2204826,-17.07138034,17h32m52.92s -17d04m16.97s,41.49947673,,,,,,,,
Gaia DR3 1848151679041566592,318.9824574,28.2474009,21h15m55.79s +28d14m50.64s,41.50064201,,,,,,,,
Gaia DR3 4060868699209765888,265.2012717,-27.47486398,17h40m48.31s -27d28m29.51s,41.50085185,,,,,,,,
Gaia DR3 973376963804079104,113.338992,43.90480324,07h33m21.36s +43d54m17.29s,41.50228425,,,,,,,,
Gaia DR3 465766186531331840,42.15589576,62.18895586,02h48m37.41s +62d11m20.24s,41.50235364,,,,,,,,
Gaia DR3 1609586552350380928,213.4001357,55.36949452,14h13m36.03s +55d22m10.18s,41.50353956,,,,,,,,
Gaia DR3 4107469850266056832,260.0530048,-28.70066593,17h20m12.72s -28d42m02.40s,41.50420032,,,,,,,,
Gaia DR3 5665760779158561408,152.1126742,-23.29793134,10h08m27.04s -23d17m52.55s,41.50507877,,,,,,,,
Gaia DR3 1859241696925169664,309.8152322,30.16432653,20h39m15.66s +30d09m51.58s,41.50509506,,,,,,,,
Gaia DR3 4118835738122413952,266.7002874,-21.06050863,17h46m48.07s -21d03m37.83s,41.50570501,,,,,,,,
Gaia DR3 2614673633360714624,334.4797418,-10.69063168,22h17m55.14s -10d41m26.27s,41.50700157,,,,,,,,
Gaia DR3 4111052918095033216,259.3859252,-24.45731921,17h17m32.62s -24d27m26.35s,41.50819817,,,,,,,,
Gaia DR3 3564682397365754880,168.6385293,-13.82704489,11h14m33.25s -13d49m37.36s,41.5098802,,,,,,,,
Gaia DR3 3603250379049678336,201.2537927,-18.29835241,13h25m00.91s -18d17m54.07s,41.51031609,,,,,,,,
Gaia DR3 2342348242659971840,11.35010292,-28.03292535,00h45m24.02s -28d01m58.53s,41.51040842,,,,,,,,
Gaia DR3 4240422345213635584,297.4532727,0.71649905,19h49m48.79s +00d42m59.40s,41.51082516,,,,,,,,
Gaia DR3 4121073931434816384,262.3176195,-20.16563207,17h29m16.23s -20d09m56.28s,41.51179038,,,,,,,,
Gaia DR3 3578168422875459840,188.5063918,-11.40258423,12h34m01.53s -11d24m09.30s,41.5127884,,,,,,,,
Gaia DR3 2814595290019475712,350.7715101,16.03565797,23h23m05.16s +16d02m08.37s,41.5138111,,,,,,,,
Gaia DR3 3363939714760988928,108.8338813,20.5945901,07h15m20.13s +20d35m40.52s,41.51482138,,,,,,,,
Gaia DR3 1223529980976090496,238.1009313,27.38828945,15h52m24.22s +27d23m17.84s,41.51494535,,,,,,,,
Gaia DR3 4127629670743004160,255.6805074,-21.46331097,17h02m43.32s -21d27m47.92s,41.51502165,,,,,,,,
Gaia DR3 3630679929986768896,204.208134,-7.371396757,13h36m49.95s -07d22m17.03s,41.51513245,,,,,,,,
Gaia DR3 5697710662922183552,121.7616044,-25.24141132,08h07m02.79s -25d14m29.08s,41.5151946,,,,,,,,
Gaia DR3 4112365666197726336,257.5567679,-25.52592348,17h10m13.62s -25d31m33.32s,41.51579392,,,,,,,,
Gaia DR3 1820830258243301248,297.4665152,17.13663588,19h49m51.96s +17d08m11.89s,41.51689044,,,,,,,,
Gaia DR3 4439988520319133056,247.5893138,7.275125333,16h30m21.44s +07d16m30.45s,41.51790414,,,,,,,,
Gaia DR3 4282159604761260288,281.7356481,4.734468493,18h46m56.56s +04d44m04.09s,41.51893393,,,,,,,,
Gaia DR3 1833255976544922240,300.4515717,22.90348937,20h01m48.38s +22d54m12.56s,41.51942506,,,,,,,,
Gaia DR3 5068141437406413952,35.50013842,-29.35291124,02h22m00.03s -29d21m10.48s,41.51992261,,,,,,,,
Gaia DR3 2022736189763856768,291.3430127,24.01745131,19h25m22.32s +24d01m02.82s,41.52172041,,,,,,,,
Gaia DR3 685630475847910528,135.9947797,22.74889241,09h03m58.75s +22d44m56.01s,41.52386071,,,,,,,,
Gaia DR3 4148088558544098560,267.9314187,-15.34731162,17h51m43.54s -15d20m50.32s,41.52435442,,,,,,,,
Gaia DR3 4089993490847922304,277.6171126,-22.32387731,18h30m28.11s -22d19m25.96s,41.5248967,,,,,,,,
Gaia DR3 2182157988437859968,311.9716878,52.40601859,20h47m53.21s +52d24m21.67s,41.52514493,,,,,,,,
Gaia DR3 123009345122704896,45.59305649,29.44467246,03h02m22.33s +29d26m40.82s,41.52528174,,,,,,,,
Gaia DR3 892488607767419008,114.2926169,32.58396624,07h37m10.23s +32d35m02.28s,41.52609963,,,,,,,,
Gaia DR3 4114003148273365120,255.9250809,-22.64157626,17h03m42.02s -22d38m29.67s,41.52703247,,,,,,,,
Gaia DR3 3138804160534756096,114.1438103,5.862371716,07h36m34.51s +05d51m44.54s,41.52769603,,,,,,,,
Gaia DR3 2907306935108521088,84.43559577,-28.68938408,05h37m44.54s -28d41m21.78s,41.52799301,,,,,,,,
Gaia DR3 526324228972440960,12.86540141,67.26600668,00h51m27.70s +67d15m57.62s,41.52808647,,,,,,,,
Gaia DR3 3585702517068798080,176.4308097,-11.62263669,11h45m43.39s -11d37m21.49s,41.53059813,,,,,,,,
Gaia DR3 697710535225381376,143.71177,31.14009155,09h34m50.82s +31d08m24.33s,41.53064494,,,,,,,,
Gaia DR3 2101790800909977856,290.5657069,41.54924544,19h22m15.77s +41d32m57.28s,41.53125191,,,,,,,,
Gaia DR3 1859794819994855936,310.9724371,31.31950208,20h43m53.38s +31d19m10.21s,41.53208159,,,,,,,,
Gaia DR3 3131481481815810432,95.94191297,4.592937981,06h23m46.06s +04d35m34.58s,41.53214085,,,,,,,,
Gaia DR3 2281638124019987968,350.3165623,76.94566691,23h21m15.97s +76d56m44.40s,41.53225843,,,,,,,,
Gaia DR3 4486228275664317184,265.6245266,6.510723859,17h42m29.89s +06d30m38.61s,41.5324099,,,,,,,,
Gaia DR3 2637741490390750080,349.8979256,-2.485337094,23h19m35.50s -02d29m07.21s,41.53305588,,,,,,,,
Gaia DR3 4253709569598165248,284.2040205,-6.545261804,18h56m48.96s -06d32m42.94s,41.5333602,,,,,,,,
Gaia DR3 2020041492908538112,296.3342318,23.0563292,19h45m20.22s +23d03m22.79s,41.53341093,,,,,,,,
Gaia DR3 1940553742888215808,358.1869472,49.13562366,23h52m44.87s +49d08m08.25s,41.53598706,,,,,,,,
Gaia DR3 4160800665269752832,276.0924448,-6.763874629,18h24m22.19s -06d45m49.95s,41.53605761,,,,,,,,
Gaia DR3 2742471038088810496,2.324517291,6.061323494,00h09m17.88s +06d03m40.76s,41.53672924,,,,,,,,
Gaia DR3 3802311255541766400,162.3289122,-2.776817657,10h49m18.94s -02d46m36.54s,41.53872632,,,,,,,,
Gaia DR3 639354672838087808,139.7562968,23.5969406,09h19m01.51s +23d35m48.99s,41.53926793,,,,,,,,
Gaia DR3 2163241131400091776,312.7289193,45.05929057,20h50m54.94s +45d03m33.45s,41.54013939,,,,,,,,
Gaia DR3 2063699663671507584,311.2265179,39.72312733,20h44m54.36s +39d43m23.26s,41.54019966,,,,,,,,
Gaia DR3 1935924420977062912,343.6618908,45.65250919,22h54m38.85s +45d39m09.03s,41.54118693,,,,,,,,
Gaia DR3 967885487339436928,99.31167589,49.62299267,06h37m14.80s +49d37m22.77s,41.5413514,,,,,,,,
Gaia DR3 1258180265290495616,209.2547466,25.57733735,13h57m01.14s +25d34m38.41s,41.54205813,,,,,,,,
Gaia DR3 4091396261471627776,275.7729968,-20.33673255,18h23m05.52s -20d20m12.24s,41.54210469,,,,,,,,
Gaia DR3 689954133525612288,133.0007724,24.65609547,08h52m00.19s +24d39m21.94s,41.54228507,,,,,,,,
Gaia DR3 4014747381748653568,182.4266685,31.68474155,12h09m42.40s +31d41m05.07s,41.54547082,,,,,,,,
Gaia DR3 3951976572156615296,185.8588375,20.29027531,12h23m26.12s +20d17m24.99s,41.54550604,,,,,,,,
Gaia DR3 924874550965799552,113.1337326,42.4789338,07h32m32.10s +42d28m44.16s,41.54559913,,,,,,,,
Gaia DR3 3624028090797991424,200.8157389,-9.772517833,13h23m15.78s -09d46m21.06s,41.54604143,,,,,,,,
Gaia DR3 3007978872583110400,95.55736404,-6.124072053,06h22m13.77s -06d07m26.66s,41.54624023,,,,,,,,
Gaia DR3 26311970382758016,37.39974671,12.46991764,02h29m35.94s +12d28m11.70s,41.54733706,,,,,,,,
Gaia DR3 5184074355755380224,42.39767185,-5.788216194,02h49m35.44s -05d47m17.58s,41.54758385,,,,,,,,
Gaia DR3 2579586430611967616,19.17552079,9.183442185,01h16m42.12s +09d11m00.39s,41.54855233,,,,,,,,
Gaia DR3 4108918250615736704,257.1205869,-26.51169186,17h08m28.94s -26d30m42.09s,41.550019,,,,,,,,
Gaia DR3 488099260551658752,55.02461506,63.87360127,03h40m05.91s +63d52m24.96s,41.55021405,,,,,,,,
Gaia DR3 3275219743556825472,55.07095906,5.651091006,03h40m17.03s +05d39m03.93s,41.55063436,,,,,,,,
Gaia DR3 1859794815691718528,310.9735761,31.31873838,20h43m53.66s +31d19m07.46s,41.55070486,,,,,,,,
Gaia DR3 1709205638721316352,246.4257011,78.96461868,16h25m42.17s +78d57m52.63s,41.55077985,,,,,,,,
Gaia DR3 2021943338843515520,294.7214326,26.10581325,19h38m53.14s +26d06m20.93s,41.55288484,,,,,,,,
Gaia DR3 3000504426897057280,97.25446284,-11.02949717,06h29m01.07s -11d01m46.19s,41.55351953,,,,,,,,
Gaia DR3 820579860116783232,147.4911263,44.86335942,09h49m57.87s +44d51m48.09s,41.55378029,,,,,,,,
Gaia DR3 248659472365628544,55.83725264,48.52408912,03h43m20.94s +48d31m26.72s,41.55388348,,,,,,,,
Gaia DR3 3451267120128948992,87.44261586,32.97326645,05h49m46.23s +32d58m23.76s,41.55650465,,,,,,,,
Gaia DR3 325412805682357120,32.31395445,31.83962956,02h09m15.35s +31d50m22.67s,41.5566636,,,,,,,,
Gaia DR3 5183078885415786752,46.44089051,-3.658157539,03h05m45.81s -03d39m29.37s,41.5569381,,,,,,,,
Gaia DR3 400408569669302784,22.89466989,49.24501085,01h31m34.72s +49d14m42.04s,41.557405,,,,,,,,
Gaia DR3 3615763268050196992,209.1050531,-9.12592411,13h56m25.21s -09d07m33.33s,41.55743121,,,,,,,,
Gaia DR3 1207733125620276736,233.2151609,17.12649827,15h32m51.64s +17d07m35.39s,41.55762716,,,,,,,,
Gaia DR3 1370331379037583744,234.7355101,32.24683216,15h38m56.52s +32d14m48.60s,41.55869583,,,,,,,,
Gaia DR3 6889367889154890112,316.328984,-11.08472909,21h05m18.96s -11d05m05.02s,41.55999694,,,,,,,,
Gaia DR3 1355445400345013120,257.1470026,43.57201519,17h08m35.28s +43d34m19.25s,41.56019187,,,,,,,,
Gaia DR3 4108431270009441536,257.0763929,-28.29908121,17h08m18.33s -28d17m56.69s,41.5605792,,,,,,,,
Gaia DR3 6626842312448511872,333.5450382,-23.41713093,22h14m10.81s -23d25m01.67s,41.56253715,,,,,,,,
Gaia DR3 1414462752119347456,258.1688099,49.75811477,17h12m40.51s +49d45m29.21s,41.56304573,,,,,,,,
Gaia DR3 2021571222821243648,295.1061941,24.82930112,19h40m25.49s +24d49m45.48s,41.56384632,,,,,,,,
Gaia DR3 4052434650545115648,273.9392092,-27.39118275,18h15m45.41s -27d23m28.26s,41.56389235,,,,,,,,
Gaia DR3 4277246368323591296,276.4713554,3.00051703,18h25m53.13s +03d00m01.86s,41.56455553,,,,,,,,
Gaia DR3 3486299003695800832,179.5555166,-27.96350673,11h58m13.32s -27d57m48.62s,41.56495367,,,,,,,,
Gaia DR3 1038076385510802944,134.9207551,60.27365271,08h59m40.98s +60d16m25.15s,41.56568787,,,,,,,,
Gaia DR3 5726371048403523584,124.297363,-13.98484599,08h17m11.37s -13d59m05.45s,41.56612931,,,,,,,,
Gaia DR3 4265415520171108224,283.8103269,-0.601045269,18h55m14.48s -00d36m03.76s,41.56755671,,,,,,,,
Gaia DR3 6818475536923300480,331.6608805,-24.20869445,22h06m38.61s -24d12m31.30s,41.5694929,,,,,,,,
Gaia DR3 4117173693219053056,265.5561393,-22.14102279,17h42m13.47s -22d08m27.68s,41.56954395,,,,,,,,
Gaia DR3 3158586539384211840,102.7631737,9.943183445,06h51m03.16s +09d56m35.46s,41.56963159,,,,,,,,
Gaia DR3 3427188464016623360,92.25411558,26.55587495,06h09m00.99s +26d33m21.15s,41.57046442,,,,,,,,
Gaia DR3 3123502222849138304,96.56236774,1.424020663,06h26m14.97s +01d25m26.47s,41.57062543,,,,,,,,
Gaia DR3 4109868744034840704,261.3620388,-25.80705349,17h25m26.89s -25d48m25.39s,41.57084902,,,,,,,,
Gaia DR3 4068305173054974592,265.7876599,-24.4480359,17h43m09.04s -24d26m52.93s,41.57141708,,,,,,,,
Gaia DR3 452039088793412352,35.83141258,52.5184414,02h23m19.54s +52d31m06.39s,41.57146596,,,,,,,,
Gaia DR3 1859123808659019520,311.5937198,30.41744141,20h46m22.49s +30d25m02.79s,41.57249704,,,,,,,,
Gaia DR3 2560723587082820096,25.2770224,3.714669961,01h41m06.49s +03d42m52.81s,41.57368665,,,,,,,,
Gaia DR3 2971662106595645824,82.11773985,-16.54570037,05h28m28.26s -16d32m44.52s,41.57419875,,,,,,,,
Gaia DR3 338105086878430208,36.06900213,40.12590484,02h24m16.56s +40d07m33.26s,41.5747484,,,,,,,,
Gaia DR3 2845310284779026560,348.0289053,26.92808494,23h12m06.94s +26d55m41.11s,41.57492918,,,,,,,,
Gaia DR3 852948142407905792,153.6099083,55.06530787,10h14m26.38s +55d03m55.11s,41.57630727,,,,,,,,
Gaia DR3 2798587122272590080,3.289934038,20.38241987,00h13m09.58s +20d22m56.71s,41.57777299,,,,,,,,
Gaia DR3 3607891658148007552,199.4883842,-15.04386221,13h17m57.21s -15d02m37.90s,41.57796237,,,,,,,,
Gaia DR3 1342674916386888704,266.2380068,37.78573802,17h44m57.12s +37d47m08.66s,41.57879345,,,,,,,,
Gaia DR3 285631787795635328,78.43236236,61.74475574,05h13m43.77s +61d44m41.12s,41.5791777,,,,,,,,
Gaia DR3 894459482361191296,115.0855287,34.71932655,07h40m20.53s +34d43m09.58s,41.57965781,,,,,,,,
Gaia DR3 5606519504981298560,109.4178675,-29.10265076,07h17m40.29s -29d06m09.54s,41.57984875,,,,,,,,
Gaia DR3 1478106367788875648,214.2901375,32.77031749,14h17m09.63s +32d46m13.14s,41.58037432,,,,,,,,
Gaia DR3 355270456253138048,35.74696547,48.90853887,02h22m59.27s +48d54m30.74s,41.58044278,,,,,,,,
Gaia DR3 4123764097086094464,266.5672707,-17.23608639,17h46m16.14s -17d14m09.91s,41.58165225,,,,,,,,
Gaia DR3 2837755162429254656,349.130706,21.54232693,23h16m31.37s +21d32m32.38s,41.58198377,,,,,,,,
Gaia DR3 4107628660908407168,258.5325546,-28.49349954,17h14m07.81s -28d29m36.60s,41.58265365,,,,,,,,
Gaia DR3 3071914374224475776,129.7104088,-3.160276653,08h38m50.50s -03d09m37.00s,41.58274403,,,,,,,,
Gaia DR3 4447967779275914496,254.2461527,11.56513585,16h56m59.08s +11d33m54.49s,41.58276863,,,,,,,,
Gaia DR3 2171299245954878208,323.3449888,49.79965504,21h33m22.80s +49d47m58.76s,41.58298851,,,,,,,,
Gaia DR3 WD_Unknown_ID,275.1548832,39.06522844,18h20m37.17s +39d03m54.82s,41.58315383,,,,,,,,
Gaia DR3 4120486453008517376,268.1058292,-17.98964275,17h52m25.40s -17d59m22.71s,41.5840097,,,,,,,,
Gaia DR3 4407641163103175168,245.1997546,-0.258853214,16h20m47.94s -00d15m31.87s,41.58456018,,,,,,,,
Gaia DR3 5068141437406414336,35.49683347,-29.3533258,02h21m59.24s -29d21m11.97s,41.58524106,,,,,,,,
Gaia DR3 2673373810388712192,326.6109592,-2.839383486,21h46m26.63s -02d50m21.78s,41.58641519,,,,,,,,
Gaia DR3 2056795864525291648,307.3929686,35.70694987,20h29m34.31s +35d42m25.02s,41.58685777,,,,,,,,
Gaia DR3 5111556203786114176,58.92890004,-12.48507471,03h55m42.94s -12d29m06.27s,41.58706192,,,,,,,,
Gaia DR3 WD_Unknown_ID,281.9125874,1.959252244,18h47m39.02s +01d57m33.31s,41.58747718,,,,,,,,
Gaia DR3 4163154272958042368,264.3957473,-10.89361971,17h37m34.98s -10d53m37.03s,41.58750799,,,,,,,,
Gaia DR3 1825880452567518592,295.4442792,20.73630894,19h41m46.63s +20d44m10.71s,41.58846284,,,,,,,,
Gaia DR3 1091558761391163776,121.8895852,64.87718762,08h07m33.50s +64d52m37.88s,41.5889118,,,,,,,,
Gaia DR3 4309625989333962496,290.0369636,10.97285796,19h20m08.87s +10d58m22.29s,41.59015378,,,,,,,,
Gaia DR3 1842813889388007424,314.1689437,25.14229815,20h56m40.55s +25d08m32.27s,41.59073065,,,,,,,,
Gaia DR3 4119060867445378816,266.850176,-20.0890862,17h47m24.04s -20d05m20.71s,41.5909766,,,,,,,,
Gaia DR3 3818286678457137792,166.2895254,7.11264416,11h05m09.49s +07d06m45.52s,41.59103251,,,,,,,,
Gaia DR3 3451266742171824640,87.46254788,32.97318469,05h49m51.01s +32d58m23.46s,41.59112006,,,,,,,,
Gaia DR3 1824519566430846848,295.3506922,19.4044981,19h41m24.17s +19d24m16.19s,41.59179755,,,,,,,,
Gaia DR3 1836973081774559232,303.9665494,28.12061798,20h15m51.97s +28d07m14.22s,41.59302894,,,,,,,,
Gaia DR3 1527185818070102144,194.3802928,40.94974834,12h57m31.27s +40d56m59.09s,41.5934787,,,,,,,,
Gaia DR3 973969188253990528,110.2239123,44.45160039,07h20m53.74s +44d27m05.76s,41.59356584,,,,,,,,
Gaia DR3 3547561833090969088,175.135454,-16.56323358,11h40m32.51s -16d33m47.64s,41.59356819,,,,,,,,
Gaia DR3 6905474673648687744,304.9610369,-9.603273186,20h19m50.65s -09d36m11.78s,41.59371275,,,,,,,,
Gaia DR3 4118126209521741312,264.9871583,-21.15101809,17h39m56.92s -21d09m03.67s,41.59391394,,,,,,,,
Gaia DR3 4118582614216595712,267.4048049,-21.56300574,17h49m37.15s -21d33m46.82s,41.59451277,,,,,,,,
Gaia DR3 2347995403100397952,6.639180062,-24.20942687,00h26m33.40s -24d12m33.94s,41.5946314,,,,,,,,
Gaia DR3 356323341713813504,29.40608393,47.7021921,01h57m37.46s +47d42m07.89s,41.59519469,,,,,,,,
Gaia DR3 4068235289582198016,264.7136156,-24.72858407,17h38m51.27s -24d43m42.90s,41.59568111,,,,,,,,
Gaia DR3 87838029733704576,39.21818169,19.67286934,02h36m52.36s +19d40m22.33s,41.59572142,,,,,,,,
Gaia DR3 4269276626999024640,286.7906506,3.724049352,19h07m09.76s +03d43m26.58s,41.59635323,,,,,,,,
Gaia DR3 2229138093061730176,354.8089108,74.41743396,23h39m14.14s +74d25m02.76s,41.59682111,,,,,,,,
Gaia DR3 138999542724521728,45.90166971,36.44127242,03h03m36.40s +36d26m28.58s,41.59709814,,,,,,,,
Gaia DR3 4117252789307143680,265.3424475,-21.67379426,17h41m22.19s -21d40m25.66s,41.59736542,,,,,,,,
Gaia DR3 1778107737466461824,332.6557382,19.33147887,22h10m37.38s +19d19m53.32s,41.59751015,,,,,,,,
Gaia DR3 1421407778660462336,264.8908135,56.8367757,17h39m33.80s +56d50m12.39s,41.59771378,,,,,,,,
Gaia DR3 2831698914945028480,344.6983147,18.91301002,22h58m47.60s +18d54m46.84s,41.60073886,,,,,,,,
Gaia DR3 3334598662855716864,84.6911987,8.651956411,05h38m45.89s +08d39m07.04s,41.60081893,,,,,,,,
Gaia DR3 3062785296688080000,123.2685611,-8.415071217,08h13m04.45s -08d24m54.26s,41.60172036,,,,,,,,
Gaia DR3 2574158313504213504,27.71604101,11.04317958,01h50m51.85s +11d02m35.45s,41.60189817,,,,,,,,
Gaia DR3 690896346271732480,133.1011453,25.68250308,08h52m24.27s +25d40m57.01s,41.60223611,,,,,,,,
Gaia DR3 1876098687635811584,339.8391733,23.521126,22h39m21.40s +23d31m16.05s,41.60255958,,,,,,,,
Gaia DR3 4145269754305662208,270.4820614,-15.39545481,18h01m55.69s -15d23m43.64s,41.60281479,,,,,,,,
Gaia DR3 WD_Unknown_ID,220.5504496,-19.79625631,14h42m12.11s -19d47m46.52s,41.60304867,,,,,,,,
Gaia DR3 4292304729840798848,288.3810344,3.571090177,19h13m31.45s +03d34m15.92s,41.60429,,,,,,,,
Gaia DR3 6187307282205871488,195.8820588,-26.44389425,13h03m31.69s -26d26m38.02s,41.60462322,,,,,,,,
Gaia DR3 1575207641247796096,182.8523176,56.41026142,12h11m24.56s +56d24m36.94s,41.60501645,,,,,,,,
Gaia DR3 2999945492736505344,95.59203831,-12.35244703,06h22m22.09s -12d21m08.81s,41.6053172,,,,,,,,
Gaia DR3 WD_Unknown_ID,134.895495,60.26784327,08h59m34.92s +60d16m04.24s,41.60581816,,,,,,,,
Gaia DR3 2823898567139933056,352.2994276,17.66212763,23h29m11.86s +17d39m43.66s,41.60685421,,,,,,,,
Gaia DR3 3361798518945693568,106.8614113,18.34737183,07h07m26.74s +18d20m50.54s,41.60743953,,,,,,,,
Gaia DR3 957675010046557952,99.4769793,41.07735586,06h37m54.48s +41d04m38.48s,41.608159,,,,,,,,
Gaia DR3 4240317311795953152,299.2987838,0.997882404,19h57m11.71s +00d59m52.38s,41.6083153,,,,,,,,
Gaia DR3 5083634793193797248,58.683707,-24.60056026,03h54m44.09s -24d36m02.02s,41.60849432,,,,,,,,
Gaia DR3 138999542725203328,45.89999757,36.44166467,03h03m36.00s +36d26m29.99s,41.60920229,,,,,,,,
Gaia DR3 4264259658529572864,288.4370002,0.541712502,19h13m44.88s +00d32m30.17s,41.60929139,,,,,,,,
Gaia DR3 6042086088526119424,241.5560402,-27.94701299,16h06m13.45s -27d56m49.25s,41.61040014,,,,,,,,
Gaia DR3 5141747276959557504,29.19602212,-16.97461622,01h56m47.05s -16d58m28.62s,41.61091981,,,,,,,,
Gaia DR3 472718776505038592,68.15234712,62.42483192,04h32m36.56s +62d25m29.39s,41.61092926,,,,,,,,
Gaia DR3 2013669754311039488,346.2561962,60.32736392,23h05m01.49s +60d19m38.51s,41.61207798,,,,,,,,
Gaia DR3 4336058592446568448,254.8516279,-9.712097899,16h59m24.39s -09d42m43.55s,41.61237839,,,,,,,,
Gaia DR3 4267932199209495936,289.2633768,2.585369322,19h17m03.21s +02d35m07.33s,41.61321834,,,,,,,,
Gaia DR3 WD_Unknown_ID,191.8598466,-12.81108193,12h47m26.36s -12d48m39.89s,41.61568745,,,,,,,,
Gaia DR3 1758807047791960704,318.7053296,12.89912708,21h14m49.28s +12d53m56.86s,41.61589029,,,,,,,,
Gaia DR3 4109107332263040512,258.7698279,-26.09636831,17h15m04.76s -26d05m46.93s,41.61615218,,,,,,,,
Gaia DR3 5093900967621610496,58.96668018,-20.68656706,03h55m52.00s -20d41m11.64s,41.61670091,,,,,,,,
Gaia DR3 4090048565184201600,277.2928959,-22.1800155,18h29m10.30s -22d10m48.06s,41.61671465,,,,,,,,
Gaia DR3 1834623562866295552,299.4611651,25.4261361,19h57m50.68s +25d25m34.09s,41.61672991,,,,,,,,
Gaia DR3 WD_Unknown_ID,195.8101661,75.16865472,13h03m14.44s +75d10m07.16s,41.61707299,,,,,,,,
Gaia DR3 2945374776447395328,101.1854245,-19.15997329,06h44m44.50s -19d09m35.90s,41.61855923,,,,,,,,
Gaia DR3 5759938279403218688,137.2211716,-3.356616656,09h08m53.08s -03d21m23.82s,41.61982634,,,,,,,,
Gaia DR3 4314497994073530368,292.8829474,10.1732593,19h31m31.91s +10d10m23.73s,41.61988891,,,,,,,,
Gaia DR3 4454912329078009216,239.7465852,9.217127957,15h58m59.18s +09d13m01.66s,41.61993285,,,,,,,,
Gaia DR3 4118819142318949632,267.815273,-20.30593291,17h51m15.67s -20d18m21.36s,41.62023125,,,,,,,,
Gaia DR3 5759938279403218560,137.2215348,-3.355881602,09h08m53.17s -03d21m21.17s,41.62109255,,,,,,,,
Gaia DR3 4139993988224517248,254.7504048,-15.02827417,16h59m00.10s -15d01m41.79s,41.62276333,,,,,,,,
Gaia DR3 4252003368074217472,283.0625716,-7.872735399,18h52m15.02s -07d52m21.85s,41.62281393,,,,,,,,
Gaia DR3 5075731366173660032,42.930224,-26.03344481,02h51m43.25s -26d02m00.40s,41.62405565,,,,,,,,
Gaia DR3 2153268423490051072,282.5912893,56.97387281,18h50m21.91s +56d58m25.94s,41.62442319,,,,,,,,
Gaia DR3 6888226462941735680,312.0631875,-12.45404607,20h48m15.17s -12d27m14.57s,41.62536882,,,,,,,,
Gaia DR3 2973474376636200576,74.49514137,-21.13984592,04h57m58.83s -21d08m23.45s,41.62548825,,,,,,,,
Gaia DR3 1261214367627757184,226.1356978,20.93695752,15h04m32.57s +20d56m13.05s,41.6257075,,,,,,,,
Gaia DR3 3313958836739285120,66.177427,17.20076971,04h24m42.58s +17d12m02.77s,41.62608772,,,,,,,,
Gaia DR3 4237356395700984448,300.8218663,0.446765456,20h03m17.25s +00d26m48.36s,41.62622514,,,,,,,,
Gaia DR3 4118393395199037696,263.7162471,-20.31982722,17h34m51.90s -20d19m11.38s,41.62682826,,,,,,,,
Gaia DR3 1350822057031065088,267.0262837,46.18385747,17h48m06.31s +46d11m01.89s,41.62724715,,,,,,,,
Gaia DR3 2811448453380206976,346.8590876,11.2845788,23h07m26.18s +11d17m04.48s,41.62735728,,,,,,,,
Gaia DR3 1068183865737016960,144.8070177,66.84842676,09h39m13.68s +66d50m54.34s,41.62862819,,,,,,,,
Gaia DR3 3995225789019844608,165.9039816,24.12576322,11h03m36.96s +24d07m32.75s,41.62960324,,,,,,,,
Gaia DR3 4116676026695079680,263.2931157,-23.09228929,17h33m10.35s -23d05m32.24s,41.62964186,,,,,,,,
Gaia DR3 5694129106882250624,122.2313958,-26.83097696,08h08m55.53s -26d49m51.52s,41.63022943,,,,,,,,
Gaia DR3 6885614229471276544,318.4592234,-13.36126351,21h13m50.21s -13d21m40.55s,41.63070519,,,,,,,,
Gaia DR3 4194415415746953088,294.1221429,-9.227382701,19h36m29.31s -09d13m38.58s,41.63109432,,,,,,,,
Gaia DR3 2160364323641175936,276.9093339,63.43020509,18h27m38.24s +63d25m48.74s,41.63171506,,,,,,,,
Gaia DR3 873035017257455104,111.430652,27.79746486,07h25m43.36s +27d47m50.87s,41.63174843,,,,,,,,
