common_name,ra_current,dec_current,coords_sexagesimal,distance,,,,,,,,
Gaia DR3 4251808514080675712,280.2083836,-8.084734238,18h40m50.01s -08d05m05.04s,22.32890269,,,,,,,,
Gaia DR3 2225780906106342272,345.0980248,69.96149802,23h00m23.53s +69d57m41.39s,22.33826796,,,,,,,,
Gaia DR3 3025404791851801728,88.52144768,-2.807827669,05h54m05.15s -02d48m28.18s,22.34741521,,,,,,,,
Gaia DR3 1517634566719097472,194.4552163,37.99793796,12h57m49.25s +37d59m52.58s,22.34845009,,,,,,,,
Gaia DR3 1521895105554830720,191.6961487,40.45341666,12h46m47.08s +40d27m12.30s,22.35262609,,,,,,,,
Gaia DR3 2634902826245745664,345.4436367,-6.240222937,23h01m46.47s -06d14m24.80s,22.35655448,,,,,,,,
Gaia DR3 1352483797057853440,252.3538054,39.27424733,16h49m24.91s +39d16m27.29s,22.37160155,,,,,,,,
Gaia DR3 3357701803041885696,101.6898166,15.96152944,06h46m45.56s +15d57m41.51s,22.37721264,,,,,,,,
HD 63433,117.4793363,27.36310149,07h49m55.04s +27d21m47.17s,22.37894986,,,,,,,,
Gaia DR3 3334997304542444032,87.10083402,7.758781323,05h48m24.20s +07d45m31.61s,22.37909834,,,,,,,,
Gaia DR3 460661738155654400,43.94116359,57.13000203,02h55m45.88s +57d07m48.01s,22.38063909,,,,,,,,
Gaia DR3 2931215712374362368,107.8400324,-18.99817418,07h11m21.61s -18d59m53.43s,22.38157994,,,,,,,,
Gaia DR3 3730679138144442496,197.1061818,7.4278571,13h08m25.48s +07d25m40.29s,22.38172762,,,,,,,,
Gaia DR3 2191408351562751872,318.0967144,59.24651326,21h12m23.21s +59d14m47.45s,22.38179199,,,,,,,,
Gaia DR3 3089675232224086784,124.8281945,1.33847794,08h19m18.77s +01d20m18.52s,22.38355591,,,,,,,,
Gaia DR3 5115590415026701184,56.69345429,-11.29425838,03h46m46.43s -11d17m39.33s,22.38461809,,,,,,,,
Gaia DR3 WD_Unknown_ID,127.6631539,32.69264615,08h30m39.16s +32d41m33.53s,22.3886946,,,,,,,,
Gaia DR3 2549518150551364864,11.27003034,1.781383556,00h45m04.81s +01d46m52.98s,22.39134053,,,,,,,,
Gaia DR3 2789002576334151808,13.30316938,19.05662332,00h53m12.76s +19d03m23.84s,22.39176592,,,,,,,,
Gaia DR3 2949559723859043456,104.6230956,-12.99574721,06h58m29.54s -12d59m44.69s,22.39315205,,,,,,,,
Gaia DR3 3995235242243230208,165.9712121,24.29360733,11h03m53.09s +24d17m36.99s,22.39322458,,,,,,,,
Gaia DR3 6876824767881427328,305.9698047,-13.05740768,20h23m52.75s -13d03m26.67s,22.39883743,,,,,,,,
Gaia DR3 3006023219353984256,93.09270297,-8.121124059,06h12m22.25s -08d07m16.05s,22.3989259,,,,,,,,
Gaia DR3 2608006877750828160,340.3077799,-10.74747697,22h41m13.87s -10d44m50.92s,22.40024141,,,,,,,,
Gaia DR3 822327052812586240,149.9424428,47.201151,09h59m46.19s +47d12m04.14s,22.4015915,,,,,,,,
Gaia DR3 5156623295621846016,42.17057815,-16.85823152,02h48m40.94s -16d51m29.63s,22.4111148,,,,,,,,
Gaia DR3 748118401712712320,157.1681674,32.23985357,10h28m40.36s +32d14m23.47s,22.41668428,,,,,,,,
Gaia DR3 946030529073022080,107.5547617,37.66753557,07h10m13.14s +37d40m03.13s,22.42110472,,,,,,,,
Gaia DR3 2513664248895784192,34.50865905,1.760482966,02h18m02.08s +01d45m37.74s,22.42339169,,,,,,,,
Gaia DR3 280225450466067968,80.54006163,57.90026808,05h22m09.61s +57d54m00.97s,22.42384025,,,,,,,,
Gaia DR3 4495301445619547904,272.0472654,11.57668938,18h08m11.34s +11d34m36.08s,22.42443158,,,,,,,,
Gaia DR3 6839883788525745536,327.9989619,-15.23986254,21h51m59.75s -15d14m23.51s,22.42445999,,,,,,,,
Gaia DR3 2525514785221197696,12.79709828,-5.040137852,00h51m11.30s -05d02m24.50s,22.42592711,,,,,,,,
Gaia DR3 3649057407852320640,218.1519048,-3.237043456,14h32m36.46s -03d14m13.36s,22.42936754,,,,,,,,
Gaia DR3 1468322432286288128,203.161259,30.98459526,13h32m38.70s +30d59m04.54s,22.42992618,,,,,,,,
Gaia DR3 2676023495972445184,332.809304,-2.544154943,22h11m14.23s -02d32m38.96s,22.43148725,,,,,,,,
Gaia DR3 4090852827856135552,274.61592,-21.58857993,18h18m27.82s -21d35m18.89s,22.43534647,,,,,,,,
Gaia DR3 2411855072801159040,349.7796144,-13.45600725,23h19m07.11s -13d27m21.63s,22.43671844,,,,,,,,
Gaia DR3 3347826784173590656,85.49587203,15.33691575,05h41m59.01s +15d20m12.90s,22.44018448,,,,,,,,
Gaia DR3 1389522392427772288,233.9814702,39.83148543,15h35m55.55s +39d49m53.35s,22.44042161,,,,,,,,
TOI-1450 A,286.85446,59.08709435,19h07m25.07s +59d05m13.54s,22.44253113,,,,,,,,
Gaia DR3 WD_Unknown_ID,13.95914801,-11.45559127,00h55m50.20s -11d27m20.13s,22.44301158,,,,,,,,
Gaia DR3 3960988409975710080,190.8972757,25.10575352,12h43m35.35s +25d06m20.71s,22.44624978,,,,,,,,
Gaia DR3 3545594119595158912,170.1912086,-19.65320639,11h20m45.89s -19d39m11.54s,22.45393236,,,,,,,,
TOI-1450 A,286.8534447,59.08780665,19h07m24.83s +59d05m16.10s,22.46077182,,,,,,,,
Gaia DR3 116037376250217984,43.90132152,26.8710808,02h55m36.32s +26d52m15.89s,22.46086937,,,,,,,,
Gaia DR3 1762070089066876288,311.0940271,13.65344317,20h44m22.57s +13d39m12.40s,22.46359549,,,,,,,,
Gaia DR3 3093380483331664896,125.0551609,5.535639687,08h20m13.24s +05d32m08.30s,22.46801364,,,,,,,,
Gaia DR3 5730219785776085632,133.0390065,-16.35505774,08h52m09.36s -16d21m18.21s,22.46840965,,,,,,,,
HD 18143,43.91396291,26.87089568,02h55m39.35s +26d52m15.22s,22.46923868,,,,,,,,
Gaia DR3 1855837849445750912,308.4531491,25.77910425,20h33m48.76s +25d46m44.78s,22.46981529,,,,,,,,
Gaia DR3 2780347152080719872,6.631346928,14.98684265,00h26m31.52s +14d59m12.63s,22.47268935,,,,,,,,
Gaia DR3 1906647037667895424,332.7998636,36.25450456,22h11m11.97s +36d15m16.22s,22.47795636,,,,,,,,
Gaia DR3 518458597663391744,28.52472037,66.17517704,01h54m05.93s +66d10m30.64s,22.4847915,,,,,,,,
Gaia DR3 285390307554814080,75.69822273,61.51376337,05h02m47.57s +61d30m49.55s,22.48772227,,,,,,,,
Gaia DR3 3686259727375524864,200.0532702,-1.679877428,13h20m12.78s -01d40m47.56s,22.48885768,,,,,,,,
Gaia DR3 4556066746008264192,265.8132077,21.59833363,17h43m15.17s +21d35m54.00s,22.49038128,,,,,,,,
Gaia DR3 2552288133874677760,15.60469706,5.063119924,01h02m25.13s +05d03m47.23s,22.4923216,,,,,,,,
Gaia DR3 2769753357547997440,357.4543974,12.40926541,23h49m49.06s +12d24m33.36s,22.50079616,,,,,,,,
Gaia DR3 4105385244858190848,280.3066489,-13.44821837,18h41m13.60s -13d26m53.59s,22.50125995,,,,,,,,
HD 127506,217.6831269,35.45519968,14h30m43.95s +35d27m18.72s,22.50312981,,,,,,,,
Gaia DR3 599224358145182080,126.878474,8.621062967,08h27m30.83s +08d37m15.83s,22.50583858,,,,,,,,
HD 18143,43.9148899,26.87181898,02h55m39.57s +26d52m18.55s,22.50610319,,,,,,,,
Gaia DR3 4503423641091793152,268.9367222,18.50004221,17h55m44.81s +18d30m00.15s,22.50701128,,,,,,,,
Gaia DR3 WD_Unknown_ID,239.7401314,4.284237837,15h58m57.63s +04d17m03.26s,22.50898671,,,,,,,,
Gaia DR3 460421735382461696,47.61189887,58.43431505,03h10m26.86s +58d26m03.53s,22.50979215,,,,,,,,
Gaia DR3 4503423641091795712,268.9315531,18.49854229,17h55m43.57s +18d29m54.75s,22.51904115,,,,,,,,
Gaia DR3 4067983707607890432,265.7992628,-25.17545937,17h43m11.82s -25d10m31.65s,22.52154133,,,,,,,,
Gaia DR3 996438498642633472,93.29555332,53.30055296,06h13m10.93s +53d18m01.99s,22.52357669,,,,,,,,
Gaia DR3 1389522117550541056,234.0050216,39.80276421,15h36m01.21s +39d48m09.95s,22.52413923,,,,,,,,
Gaia DR3 252151693092703872,59.20125308,53.5573712,03h56m48.30s +53d33m26.54s,22.52495042,,,,,,,,
Gaia DR3 2093971520889175552,283.1839593,36.98844879,18h52m44.15s +36d59m18.42s,22.52652668,,,,,,,,
Gaia DR3 360654214936676224,10.2339978,31.37995648,00h40m56.16s +31d22m47.84s,22.52707503,,,,,,,,
Gaia DR3 3686261307923490688,200.1048574,-1.659344914,13h20m25.17s -01d39m33.64s,22.52712927,,,,,,,,
Gaia DR3 3803094829375222144,162.2903894,-1.136875219,10h49m09.69s -01d08m12.75s,22.52853874,,,,,,,,
Gaia DR3 3182910554085960320,77.34046199,-8.649387525,05h09m21.71s -08d38m57.80s,22.52954911,,,,,,,,
Gaia DR3 2093971520889176320,283.1829145,36.99071548,18h52m43.90s +36d59m26.58s,22.53012806,,,,,,,,
Gaia DR3 1315585148902734976,241.8098411,26.83483534,16h07m14.36s +26d50m05.41s,22.53138531,,,,,,,,
Gaia DR3 1736707482548494848,316.3837723,6.154621864,21h05m32.11s +06d09m16.64s,22.5386468,,,,,,,,
Gaia DR3 1736707482548494464,316.3841454,6.153261212,21h05m32.19s +06d09m11.74s,22.5402046,,,,,,,,
Gaia DR3 4099769729809583872,278.9827894,-16.86668354,18h35m55.87s -16d52m00.06s,22.54077746,,,,,,,,
Gaia DR3 4117204651270204928,265.3959664,-21.7441539,17h41m35.03s -21d44m38.95s,22.5420581,,,,,,,,
Gaia DR3 2761162254724651776,351.555321,8.895376454,23h26m13.28s +08d53m43.36s,22.54460285,,,,,,,,
Gaia DR3 3364557601640710272,103.1022367,18.28560613,06h52m24.54s +18d17m08.18s,22.54733239,,,,,,,,
Gaia DR3 571488283984760960,65.06750291,84.90020154,04h20m16.20s +84d54m00.73s,22.54813525,,,,,,,,
Gaia DR3 492053585402171264,48.40724018,65.35589588,03h13m37.74s +65d21m21.23s,22.55035025,,,,,,,,
Gaia DR3 5725122999630404096,122.6640737,-13.79878574,08h10m39.38s -13d47m55.63s,22.55324532,,,,,,,,
Gaia DR3 WD_Unknown_ID,328.1058564,2.386600642,21h52m25.41s +02d23m11.76s,22.56037721,,,,,,,,
Gaia DR3 1129078083858403584,171.349832,78.26413963,11h25m23.96s +78d15m50.90s,22.56259934,,,,,,,,
Gaia DR3 677439114220735616,124.7396844,23.56193452,08h18m57.52s +23d33m42.96s,22.56281412,,,,,,,,
Gaia DR3 526058696910777984,15.2017758,66.94813152,01h00m48.43s +66d56m53.27s,22.56455908,,,,,,,,
Gaia DR3 2720132500864789760,342.8628499,13.971446,22h51m27.08s +13d58m17.21s,22.56806543,,,,,,,,
Gaia DR3 641154096631794432,144.2960671,22.69285711,09h37m11.06s +22d41m34.29s,22.5690498,,,,,,,,
Gaia DR3 2700084315081609344,327.3048984,5.722671052,21h49m13.18s +05d43m21.62s,22.56911242,,,,,,,,
Gaia DR3 6293916376311538944,208.2207034,-18.33889061,13h52m52.97s -18d20m20.01s,22.5740381,,,,,,,,
Gaia DR3 2704912403783213696,339.9628162,4.116902029,22h39m51.08s +04d07m00.85s,22.57419492,,,,,,,,
Gaia DR3 4080825969002728320,288.2767977,-23.20397311,19h13m06.43s -23d12m14.30s,22.57618622,,,,,,,,
Gaia DR3 4108554857678482432,258.0032439,-27.76818536,17h12m00.78s -27d46m05.47s,22.57877592,,,,,,,,
Gaia DR3 2961704070302754304,80.01392347,-22.95010365,05h20m03.34s -22d57m00.37s,22.58653279,,,,,,,,
Gaia DR3 256020908870126208,72.37475382,48.47801754,04h49m29.94s +48d28m40.86s,22.58755027,,,,,,,,
Gaia DR3 737721385400747520,162.6088238,33.09655831,10h50m26.12s +33d05m47.61s,22.58771132,,,,,,,,
Gaia DR3 1322906861255829376,243.4819549,33.77271148,16h13m55.67s +33d46m21.76s,22.59001209,,,,,,,,
Gaia DR3 1129078358736311168,171.2976182,78.28138476,11h25m11.43s +78d16m52.99s,22.5902294,,,,,,,,
Gaia DR3 3636256549884389248,200.1062988,-3.935342293,13h20m25.51s -03d56m07.23s,22.59560453,,,,,,,,
Gaia DR3 1982218395990388224,339.5343518,43.88733748,22h38m08.24s +43d53m14.41s,22.59678032,,,,,,,,
Gaia DR3 3419611630606267392,75.31650579,24.87064052,05h01m15.96s +24d52m14.31s,22.5985884,,,,,,,,
Gaia DR3 2214830079531710336,352.967472,69.28640388,23h31m52.19s +69d17m11.05s,22.60688293,,,,,,,,
Gaia DR3 1878388180082512000,333.9779333,23.34939446,22h15m54.70s +23d20m57.82s,22.60771596,,,,,,,,
Gaia DR3 2697080449314615168,327.4030931,5.651719317,21h49m36.74s +05d39m06.19s,22.60826006,,,,,,,,
Gaia DR3 102535064223209216,34.76204143,23.88136774,02h19m02.89s +23d52m52.92s,22.61349356,,,,,,,,
Gaia DR3 1146337324038513536,157.793197,82.55921867,10h31m10.37s +82d33m33.19s,22.61771652,,,,,,,,
Gaia DR3 6805803738429787904,312.7921751,-24.97218232,20h51m10.12s -24d58m19.86s,22.62232529,,,,,,,,
Gaia DR3 3673771439947412864,214.925429,7.972724228,14h19m42.10s +07d58m21.81s,22.62747587,,,,,,,,
Gaia DR3 5040737312674978816,18.19323722,-25.23543518,01h12m46.38s -25d14m07.57s,22.62885031,,,,,,,,
Gaia DR3 89186168428165632,38.37839164,22.15194479,02h33m30.81s +22d09m07.00s,22.63171017,,,,,,,,
Gaia DR3 4554930744334985728,261.0718718,20.27147533,17h24m17.25s +20d16m17.31s,22.63246754,,,,,,,,
Gaia DR3 524896135167204352,19.43240813,64.98720078,01h17m43.78s +64d59m13.92s,22.63383255,,,,,,,,
Gaia DR3 2351469138289894528,18.35129023,-22.90195901,01h13m24.31s -22d54m07.05s,22.63942725,,,,,,,,
Gaia DR3 3488261563231724032,183.3892951,-25.92598216,12h13m33.43s -25d55m33.54s,22.64348621,,,,,,,,
Gaia DR3 4325701192912743424,247.5506366,-14.66535451,16h30m12.15s -14d39m55.28s,22.64454322,,,,,,,,
Gaia DR3 5725122965265271680,122.6408248,-13.81369125,08h10m33.80s -13d48m49.29s,22.6499631,,,,,,,,
Gaia DR3 6856237271645944320,309.6907755,-21.11231658,20h38m45.79s -21d06m44.34s,22.65037036,,,,,,,,
Gaia DR3 6319402059411076224,228.5695547,-9.978282686,15h14m16.69s -09d58m41.82s,22.65551254,,,,,,,,
Gaia DR3 1328866562170960384,243.6657513,33.85695961,16h14m39.78s +33d51m25.05s,22.65825731,,,,,,,,
Gaia DR3 1762216079299019008,311.854649,14.36377794,20h47m25.12s +14d21m49.60s,22.66296699,,,,,,,,
Gaia DR3 1193998747920687872,233.6220866,14.2705476,15h34m29.30s +14d16m13.97s,22.66338702,,,,,,,,
Gaia DR3 1351764475935262720,254.7674423,38.38288516,16h59m04.19s +38d22m58.39s,22.66349316,,,,,,,,
Gaia DR3 163152549013270400,63.724903,27.75689487,04h14m53.98s +27d45m24.82s,22.66689372,,,,,,,,
TOI-2134,271.9357064,39.07210127,18h07m44.57s +39d04m19.56s,22.6712578,,,,,,,,
Gaia DR3 5475243898288297088,158.8334156,-20.97739362,10h35m20.02s -20d58m38.62s,22.67277134,,,,,,,,
Gaia DR3 545367014444503296,38.44624158,71.15803848,02h33m47.10s +71d09m28.94s,22.67504278,,,,,,,,
Gaia DR3 1469230212276302080,203.511251,33.23073923,13h34m02.70s +33d13m50.66s,22.67980968,,,,,,,,
Gaia DR3 WD_Unknown_ID,24.73671395,15.46107691,01h38m56.81s +15d27m39.88s,22.68118868,,,,,,,,
Gaia DR3 272752039871123712,69.09336802,52.19761064,04h36m22.41s +52d11m51.40s,22.68232288,,,,,,,,
Gaia DR3 WD_Unknown_ID,257.863585,-14.80022455,17h11m27.26s -14d48m00.81s,22.68334951,,,,,,,,
Gaia DR3 3953011178238339584,187.3616542,22.99615247,12h29m26.80s +22d59m46.15s,22.68487487,,,,,,,,
Gaia DR3 1715209040928674560,208.4370263,78.85272996,13h53m44.89s +78d51m09.83s,22.6860102,,,,,,,,
Gaia DR3 6331354197480725120,217.1287209,-6.743600122,14h28m30.89s -06d44m36.96s,22.68791038,,,,,,,,
Gaia DR3 2515419825368053120,37.04145232,3.177039179,02h28m09.95s +03d10m37.34s,22.68973916,,,,,,,,
Gaia DR3 3584656640992625280,184.6752519,-6.153685515,12h18m42.06s -06d09m13.27s,22.6965934,,,,,,,,
Gaia DR3 761919883981626752,168.1325736,35.81298679,11h12m31.82s +35d48m46.75s,22.69719516,,,,,,,,
Gaia DR3 1328866562170960512,243.66789,33.85798398,16h14m40.29s +33d51m28.74s,22.69762673,,,,,,,,
psi1 Dra B,265.4928998,72.15490508,17h41m58.30s +72d09m17.66s,22.70167083,,,,,,,,
Gaia DR3 6228198531960352768,227.0956562,-23.86197064,15h08m22.96s -23d51m43.09s,22.70498403,,,,,,,,
Gaia DR3 3238938265024916608,76.51961666,4.338109543,05h06m04.71s +04d20m17.19s,22.70821672,,,,,,,,
Gaia DR3 585008772310106496,134.6458462,7.979685196,08h58m35.00s +07d58m46.87s,22.71462243,,,,,,,,
Gaia DR3 186593587162662528,76.80952259,37.5117317,05h07m14.29s +37d30m42.23s,22.716008,,,,,,,,
Gaia DR3 4313112368918913024,287.2473275,11.80587262,19h08m59.36s +11d48m21.14s,22.71787016,,,,,,,,
Gaia DR3 1571411233756646656,190.4370841,55.72463629,12h41m44.90s +55d43m28.69s,22.72212105,,,,,,,,
Gaia DR3 854386612853967744,160.5308923,57.52552293,10h42m07.41s +57d31m31.88s,22.72292463,,,,,,,,
Gaia DR3 2814379579582643328,352.7225127,15.79381087,23h30m53.40s +15d47m37.72s,22.72717184,,,,,,,,
Gaia DR3 4352067894065551744,246.5049888,-6.660012446,16h26m01.20s -06d39m36.04s,22.73788806,,,,,,,,
Gaia DR3 652005932802958976,125.2299148,14.06944207,08h20m55.18s +14d04m09.99s,22.73800514,,,,,,,,
Gaia DR3 2493069773336748928,33.55645569,-3.636787388,02h14m13.55s -03d38m12.43s,22.73903712,,,,,,,,
Gaia DR3 WD_Unknown_ID,314.9405248,55.29469204,20h59m45.73s +55d17m40.89s,22.74810793,,,,,,,,
Gaia DR3 2231736788793936384,351.1172003,73.96238471,23h24m28.13s +73d57m44.58s,22.74875392,,,,,,,,
Gaia DR3 4088457984145905280,284.8112856,-17.03376341,18h59m14.71s -17d02m01.55s,22.7512029,,,,,,,,
Gaia DR3 1651268660203160448,265.4856724,72.14690585,17h41m56.56s +72d08m48.86s,22.75314612,,,,,,,,
Gaia DR3 4429785739602747392,236.0679488,6.425959196,15h44m16.31s +06d25m33.45s,22.75573078,,,,,,,,
Gaia DR3 5597587141239788672,121.6151756,-28.66142835,08h06m27.64s -28d39m41.14s,22.75607524,,,,,,,,
Gaia DR3 370467150056983808,16.01323754,37.89654583,01h04m03.18s +37d53m47.57s,22.75688904,,,,,,,,
Gaia DR3 3239389064789380992,75.20131456,4.703892133,05h00m48.32s +04d42m14.01s,22.75923472,,,,,,,,
Gaia DR3 4208730438673343488,295.588725,-6.341174784,19h42m21.29s -06d20m28.23s,22.7625843,,,,,,,,
Gaia DR3 2182197777015312512,312.641251,52.90276536,20h50m33.90s +52d54m09.96s,22.77061765,,,,,,,,
Gaia DR3 1705877279585273472,252.7634686,78.15796168,16h51m03.23s +78d09m28.66s,22.77188482,,,,,,,,
Gaia DR3 3400111547084348928,87.13680141,21.32030298,05h48m32.83s +21d19m13.09s,22.7742876,,,,,,,,
Gaia DR3 3526665614604204160,188.183903,-15.51653607,12h32m44.14s -15d30m59.53s,22.78054293,,,,,,,,
Gaia DR3 2296825055360848512,271.0332297,83.84111684,18h04m07.98s +83d50m28.02s,22.78152051,,,,,,,,
Gaia DR3 3386515265459448192,100.0232192,28.58558005,06h40m05.57s +28d35m08.09s,22.78203467,,,,,,,,
Gaia DR3 4324968638996126976,245.3735889,-16.93489464,16h21m29.66s -16d56m05.62s,22.78287857,,,,,,,,
Gaia DR3 4068325724384536320,265.8365231,-24.21867206,17h43m20.77s -24d13m07.22s,22.78301982,,,,,,,,
Gaia DR3 2393504773489279232,351.0458946,-17.7646032,23h24m11.01s -17d45m52.57s,22.78879513,,,,,,,,
Gaia DR3 5143825976706932480,36.13122007,-17.28002078,02h24m31.49s -17d16m48.07s,22.79145657,,,,,,,,
Gaia DR3 4557198933740208128,264.4514961,22.95336707,17h37m48.36s +22d57m12.12s,22.79159656,,,,,,,,
Gaia DR3 1417872268957468288,263.219802,54.3399724,17h32m52.75s +54d20m23.90s,22.79290321,,,,,,,,
Gaia DR3 2334879397612667648,359.8052365,-26.04865731,23h59m13.26s -26d02m55.17s,22.7931228,,,,,,,,
Gaia DR3 4345978351997277056,238.9649948,-11.90619482,15h55m51.60s -11d54m22.30s,22.79551519,,,,,,,,
Gaia DR3 4557198933740208768,264.4517289,22.95452611,17h37m48.41s +22d57m16.29s,22.79780228,,,,,,,,
Gaia DR3 5652642883884415488,133.9621545,-25.21217006,08h55m50.92s -25d12m43.81s,22.79798143,,,,,,,,
Gaia DR3 1724394666013924736,247.0308737,84.83558504,16h28m07.41s +84d50m08.11s,22.79959215,,,,,,,,
Gaia DR3 328181410322978816,35.26454978,36.8758572,02h21m03.49s +36d52m33.09s,22.80081407,,,,,,,,
Gaia DR3 1939093660163197312,354.4974268,46.19934995,23h37m59.38s +46d11m57.66s,22.80885609,,,,,,,,
Gaia DR3 471082286587088640,66.92380429,59.58653142,04h27m41.71s +59d35m11.51s,22.8113079,,,,,,,,
Gaia DR3 1143789235905336576,98.02691788,83.08331718,06h32m06.46s +83d04m59.94s,22.81147272,,,,,,,,
Gaia DR3 1445407544810063232,204.6497401,25.83094064,13h38m35.94s +25d49m51.39s,22.81396319,,,,,,,,
Gaia DR3 1870266293863485440,311.3454951,35.13824003,20h45m22.92s +35d08m17.66s,22.81432058,,,,,,,,
Gaia DR3 542896755414366720,52.73648211,70.6837657,03h30m56.76s +70d41m01.56s,22.81628101,,,,,,,,
Gaia DR3 WD_Unknown_ID,307.7884412,-16.97784351,20h31m09.23s -16d58m40.24s,22.81787004,,,,,,,,
Gaia DR3 3778027269931886592,160.6506479,-3.918024448,10h42m36.16s -03d55m04.89s,22.81850827,,,,,,,,
Gaia DR3 328181406025950848,35.27347989,36.88080214,02h21m05.64s +36d52m50.89s,22.81855885,,,,,,,,
Gaia DR3 764805169996366720,167.0564277,38.42692502,11h08m13.54s +38d25m36.93s,22.81870605,,,,,,,,
Gaia DR3 1723645112612063616,262.5157063,84.73678218,17h30m03.77s +84d44m12.42s,22.81969124,,,,,,,,
Gaia DR3 497443219601002496,69.7438853,70.80830841,04h38m58.53s +70d48m29.91s,22.81994246,,,,,,,,
Gaia DR3 3949199167129128832,188.1100132,20.39117536,12h32m26.40s +20d23m28.23s,22.82189713,,,,,,,,
Gaia DR3 4286113482922764288,281.3378678,7.197652249,18h45m21.09s +07d11m51.55s,22.82590093,,,,,,,,
Gaia DR3 4303965875262889472,300.0127099,11.83461448,20h00m03.05s +11d50m04.61s,22.82763692,,,,,,,,
Gaia DR3 762920503987026816,165.7899212,36.65260747,11h03m09.58s +36d39m09.39s,22.82874403,,,,,,,,
HIP 34222,106.4256182,27.47013117,07h05m42.15s +27d28m12.47s,22.83086714,,,,,,,,
BD J315.03-29.53,315.03123,-29.5272,21h00m07.50s -29d31m37.92s,22.83105023,,,,,,,,
Gaia DR3 5111963126166679936,52.16376465,-15.62107043,03h28m39.30s -15d37m15.85s,22.83137528,,,,,,,,
Gaia DR3 1545795533411708032,183.7842835,48.73219457,12h15m08.23s +48d43m55.90s,22.83240897,,,,,,,,
Gaia DR3 2027434780913030656,300.1147954,27.4414116,20h00m27.55s +27d26m29.08s,22.83519306,,,,,,,,
Gaia DR3 120495788525627776,51.83561772,29.01241201,03h27m20.55s +29d00m44.68s,22.8352157,,,,,,,,
Gaia DR3 2367938722962185088,5.035995134,-17.06148514,00h20m08.64s -17d03m41.35s,22.83809564,,,,,,,,
Gaia DR3 2229668951018122112,334.1033169,70.94410037,22h16m24.80s +70d56m38.76s,22.83814666,,,,,,,,
Gaia DR3 WD_Unknown_ID,13.99941079,59.80029377,00h55m59.86s +59d48m01.06s,22.84435002,,,,,,,,
Gaia DR3 2860379125997924480,4.340401226,29.186093,00h17m21.70s +29d11m09.93s,22.84497794,,,,,,,,
Gaia DR3 3662636823132300032,203.6712974,-0.595494156,13h34m41.11s -00d35m43.78s,22.85884309,,,,,,,,
Gaia DR3 708608825759209088,124.5425289,30.59487619,08h18m10.21s +30d35m41.55s,22.85996542,,,,,,,,
Gaia DR3 6846064551407418112,305.1800017,-28.10143525,20h20m43.20s -28d06m05.17s,22.86417341,,,,,,,,
Gaia DR3 418491408481398272,10.34095626,55.83402891,00h41m21.83s +55d50m02.50s,22.86520602,,,,,,,,
Gaia DR3 4146047383865700864,273.1846546,-15.06863345,18h12m44.32s -15d04m07.08s,22.86779469,,,,,,,,
Gaia DR3 4536614495522394112,276.2696571,24.63133817,18h25m04.72s +24d37m52.82s,22.86942577,,,,,,,,
Gaia DR3 1194206418179409280,235.9992383,14.45230029,15h43m59.82s +14d27m08.28s,22.86967293,,,,,,,,
Gaia DR3 1371764351926288512,238.2787384,34.75025391,15h53m06.90s +34d45m00.91s,22.87993458,,,,,,,,
HD 19994,48.19488387,-1.196596368,03h12m46.77s -01d11m47.75s,22.88186335,,,,,,,,
Gaia DR3 6317869099684480768,231.7679903,-9.306562486,15h27m04.32s -09d18m23.62s,22.88247452,,,,,,,,
Gaia DR3 3518918112077486720,181.4441508,-18.82787617,12h05m46.60s -18d49m40.35s,22.88604856,,,,,,,,
Gaia DR3 5645692939616481024,129.3362692,-28.33404622,08h37m20.70s -28d20m02.57s,22.90288664,,,,,,,,
